time,question,usercode,low,main,high,type
13:07:45,q5,bourne,5,30,60,forecaster
13:07:49,q5,torvalds,0,0,3,forecaster
13:07:51,q5,torvalds,0,1,3,forecaster
13:07:52,q5,torvalds,0,1,1,forecaster
13:07:53,q5,torvalds,0,1,1,forecaster
13:07:53,q5,bourne,0,30,60,forecaster
13:07:56,q5,bourne,0,5,60,forecaster
13:07:59,q5,bourne,0,5,30,forecaster
13:11:33,q5,sammet,0,0,5,forecaster
13:11:35,q5,sammet,0,0,5,forecaster
13:12:03,q5,sammet,0,0,5,forecaster
13:12:14,q5,sammet,0,0,5,forecaster
13:12:21,q5,shannon,0,0,0,expert
13:12:37,q5,shannon,0,0,10,expert
13:12:43,q5,shannon,0,3,10,expert
13:13:24,q5,lovelace,0,3,10,expert
13:13:26,q5,lovelace,0,3,10,expert
13:13:34,q5,bourne,0,5,30,forecaster
13:13:34,q5,bourne,0,5,30,forecaster
13:13:35,q5,bourne,0,7,30,forecaster
13:13:37,q5,bourne,0,7,35,forecaster
13:14:15,q5,stroustrup,0,6,28,forecaster
13:14:16,q5,stroustrup,0,6,30,forecaster
13:14:16,q5,stroustrup,0,6,30,forecaster
13:14:17,q5,stroustrup,0,6,30,forecaster
13:14:17,q5,stroustrup,0,6,30,forecaster
13:14:18,q5,stroustrup,0,6,30,forecaster
13:16:02,q5,hopper,0,2,4,expert
13:16:05,q5,hopper,0,2,4,expert
13:17:38,q5,turing,0,3,20,expert
13:17:39,q5,turing,0,3,20,expert
13:19:26,q5,babbage,1,6,57,expert
13:19:26,q5,babbage,1,6,57,expert
13:19:28,q5,babbage,1,6,57,expert
13:20:29,q5,matsumoto,0,3,10,forecaster
13:20:34,q5,matsumoto,0,3,10,forecaster
13:20:42,q5,matsumoto,0,3,6,forecaster
13:21:06,q5,matsumoto,0,2,6,forecaster
13:24:26,q5,rossum,0,1,7,forecaster
13:24:28,q5,rossum,0,1,3,forecaster
13:24:29,q5,rossum,0,1,2,forecaster
13:24:30,q5,rossum,0,1,2,forecaster
13:26:18,q5,bourne,0,8,35,forecaster
13:26:19,q5,bourne,1,8,35,forecaster
13:26:52,q5,matsumoto,0,1,6,forecaster
13:26:55,q5,matsumoto,0,1,5,forecaster
13:27:33,q5,matsumoto,0,2,5,forecaster
13:27:35,q5,matsumoto,0,2,6,forecaster
13:28:36,q5,bourne,1,5,35,forecaster
13:28:38,q5,bourne,1,5,29,forecaster
13:28:40,q5,bourne,1,5,30,forecaster
13:28:47,q5,bourne,1,7,30,forecaster
13:29:39,q5,bourne,1,6,30,forecaster
13:30:33,q5,bourne,1,5,30,forecaster
13:30:39,q5,bourne,1,5,30,forecaster
13:46:22,q5,stroustrup,0,7,30,forecaster
13:47:30,q5,bourne,1,5,30,forecaster
13:47:34,q5,bourne,1,5,30,forecaster
13:47:38,q5,bourne,1,4,30,forecaster
13:47:40,q5,bourne,1,4,25,forecaster
13:47:42,q5,bourne,1,3,25,forecaster
13:48:07,q5,torvalds,0,1,4,forecaster
13:48:08,q5,bourne,1,3,25,forecaster
13:48:16,q5,torvalds,0,1,3,forecaster
13:53:22,q5,turing,0,3,15,expert
13:53:56,q5,matsumoto,0,2,5,forecaster
13:53:57,q5,turing,0,3,10,expert
13:54:52,q5,babbage,1,6,57,expert
13:55:20,q5,sammet,0,0,6,forecaster
14:05:51,q5,hopper,0,3,5,expert
14:05:53,q5,hopper,0,3,5,expert
14:10:01,q5,matsumoto,0,2,5,forecaster
14:30:33,q5,hopper,0,3,7,expert
14:30:37,q5,hopper,0,3,6,expert
14:31:11,q5,stroustrup,0,7,26,forecaster
14:31:24,q5,stroustrup,0,7,25,forecaster
14:35:06,q5,bourne,1,3,18,forecaster
14:35:06,q5,bourne,1,3,18,forecaster
13:06:53,q6,bourne,0,5,30,forecaster
13:06:55,q6,bourne,0,0,30,forecaster
13:06:56,q6,bourne,0,0,0,forecaster
13:06:56,q6,bourne,0,0,0,forecaster
13:07:23,q6,torvalds,0,1,2,forecaster
13:07:24,q6,torvalds,0,1,1,forecaster
13:07:25,q6,torvalds,0,1,1,forecaster
13:07:27,q6,torvalds,0,1,1,forecaster
13:09:15,q6,bourne,0,0,65,forecaster
13:09:18,q6,bourne,0,30,65,forecaster
13:09:28,q6,bourne,3,30,65,forecaster
13:11:42,q6,sammet,0,5,15,forecaster
13:11:45,q6,sammet,0,5,15,forecaster
13:12:30,q6,torvalds,0,1,2,forecaster
13:12:37,q6,sammet,0,5,50,forecaster
13:12:40,q6,sammet,0,15,50,forecaster
13:17:25,q6,lovelace,5,40,70,expert
13:17:27,q6,lovelace,10,40,70,expert
13:17:28,q6,lovelace,10,40,70,expert
13:18:28,q6,stroustrup,0,20,41,forecaster
13:18:30,q6,stroustrup,0,20,55,forecaster
13:18:33,q6,stroustrup,0,30,55,forecaster
13:18:33,q6,stroustrup,0,30,55,forecaster
13:18:35,q6,stroustrup,0,30,70,forecaster
13:18:44,q6,stroustrup,10,30,70,forecaster
13:19:28,q6,turing,0,66,80,expert
13:19:30,q6,turing,0,70,80,expert
13:19:32,q6,turing,0,70,85,expert
13:19:47,q6,turing,40,70,85,expert
13:20:37,q6,shannon,0,70,70,expert
13:20:37,q6,shannon,0,52,70,expert
13:20:39,q6,shannon,0,52,100,expert
13:20:39,q6,shannon,0,52,100,expert
13:20:41,q6,shannon,0,65,100,expert
13:20:43,q6,shannon,0,75,100,expert
13:20:54,q6,shannon,41,75,100,expert
13:20:58,q6,shannon,41,65,100,expert
13:21:02,q6,shannon,41,65,85,expert
13:21:05,q6,shannon,40,65,85,expert
13:21:19,q6,hopper,0,13,35,expert
13:21:25,q6,hopper,0,24,35,expert
13:21:31,q6,hopper,16,24,35,expert
13:21:58,q6,babbage,1,12,49,expert
13:21:58,q6,babbage,1,12,49,expert
13:22:01,q6,babbage,1,12,49,expert
13:22:38,q6,matsumoto,0,50,99,forecaster
13:22:43,q6,matsumoto,0,50,99,forecaster
13:22:50,q6,matsumoto,0,50,100,forecaster
13:22:52,q6,matsumoto,0,50,99,forecaster
13:22:54,q6,matsumoto,1,50,99,forecaster
13:23:30,q6,babbage,1,12,83,expert
13:23:31,q6,babbage,1,47,83,expert
13:23:34,q6,babbage,15,47,83,expert
13:23:37,q6,babbage,15,43,83,expert
13:25:20,q6,matsumoto,1,30,99,forecaster
13:25:25,q6,matsumoto,1,30,85,forecaster
13:25:30,q6,matsumoto,1,30,75,forecaster
13:25:45,q6,rossum,0,26,75,forecaster
13:25:48,q6,rossum,0,25,75,forecaster
13:25:50,q6,rossum,25,25,75,forecaster
13:25:57,q6,rossum,25,55,75,forecaster
13:27:44,q6,bourne,3,30,65,forecaster
13:27:46,q6,bourne,3,35,65,forecaster
13:27:49,q6,bourne,3,35,70,forecaster
13:32:45,q6,shannon,40,65,85,expert
13:32:48,q6,shannon,40,60,85,expert
13:46:55,q6,torvalds,0,1,32,forecaster
13:47:00,q6,torvalds,0,17,32,forecaster
13:47:04,q6,torvalds,6,17,32,forecaster
13:47:06,q6,torvalds,6,17,40,forecaster
13:47:11,q6,torvalds,6,27,40,forecaster
13:47:14,q6,torvalds,6,28,40,forecaster
13:47:17,q6,torvalds,15,28,40,forecaster
13:49:45,q6,babbage,15,36,83,expert
13:49:50,q6,babbage,15,36,83,expert
13:49:52,q6,babbage,15,35,83,expert
13:51:39,q6,sammet,0,15,46,forecaster
13:51:41,q6,sammet,0,15,45,forecaster
13:52:03,q6,sammet,3,15,45,forecaster
13:52:46,q6,sammet,3,15,55,forecaster
13:52:50,q6,sammet,3,19,55,forecaster
14:06:50,q6,hopper,16,29,45,expert
14:06:55,q6,hopper,16,29,45,expert
14:35:40,q6,bourne,10,35,70,forecaster
14:35:46,q6,bourne,10,35,70,forecaster
14:36:56,q6,sammet,3,40,75,forecaster
14:36:58,q6,sammet,3,41,75,forecaster
14:37:03,q6,sammet,15,41,75,forecaster
14:37:20,q6,turing,50,70,85,expert
14:37:34,q6,sammet,15,40,75,forecaster
14:37:49,q6,sammet,15,50,75,forecaster
14:38:35,q6,stroustrup,10,40,70,forecaster
14:43:04,q6,matsumoto,1,40,85,forecaster
14:43:07,q6,matsumoto,1,40,85,forecaster
14:43:07,q6,bourne,10,35,70,forecaster
14:43:26,q6,matsumoto,1,40,80,forecaster
14:43:27,q6,matsumoto,1,35,80,forecaster
14:43:34,q6,matsumoto,1,35,80,forecaster
14:43:41,q6,matsumoto,1,40,80,forecaster
14:43:44,q6,matsumoto,1,38,80,forecaster
14:43:46,q6,matsumoto,1,38,83,forecaster
14:44:02,q6,bourne,15,35,70,forecaster
14:44:03,q6,bourne,15,40,70,forecaster
14:44:10,q6,matsumoto,5,38,83,forecaster
14:44:44,q6,hopper,16,29,84,expert
14:44:49,q6,hopper,16,36,84,expert
14:44:50,q6,bourne,15,35,70,forecaster
14:44:55,q6,bourne,12,35,70,forecaster
14:44:59,q6,hopper,16,36,90,expert
14:45:15,q6,hopper,16,80,90,expert
14:45:21,q6,hopper,16,80,95,expert
14:46:02,q6,hopper,16,70,95,expert
14:47:04,q6,sammet,15,42,75,forecaster
14:47:06,q6,sammet,15,40,75,forecaster
14:47:08,q6,sammet,15,40,75,forecaster
14:47:10,q6,hopper,16,60,95,expert
14:47:12,q6,sammet,10,40,75,forecaster
14:47:16,q6,sammet,10,40,65,forecaster
14:47:32,q6,hopper,16,60,90,expert
14:47:41,q6,sammet,10,35,65,forecaster
14:48:19,q6,turing,40,70,85,expert
14:48:31,q6,shannon,30,60,85,expert
14:49:02,q6,bourne,12,40,70,forecaster
14:51:42,q6,torvalds,15,28,42,forecaster
14:51:47,q6,torvalds,15,28,44,forecaster
14:51:49,q6,torvalds,15,31,44,forecaster
14:54:39,q6,matsumoto,10,38,83,forecaster
